original_user_id	new_user_id
126969	0
40431	1
153929	2
65829	3
74581	4
154091	5
123415	6
179262	7
53590	8
74436	9
107280	10
176507	11
53701	12
177420	13
187932	14
113453	15
38558	16
74677	17
181950	18
42034	19
65403	20
167883	21
55179	22
149692	23
50834	24
24	25
93529	26
116434	27
85206	28
178666	29
62337	30
196574	31
34617	32
26543	33
142711	34
124548	35
2875	36
196623	37
79278	38
86210	39
100720	40
136444	41
96140	42
70414	43
10877	44
111901	45
114922	46
99477	47
6295	48
191855	49
121630	50
156978	51
85795	52
101586	53
175286	54
48878	55
83489	56
181333	57
9648	58
71632	59
190213	60
86262	61
78384	62
1779	63
55768	64
126016	65
157819	66
120692	67
185054	68
59510	69
86342	70
169755	71
109486	72
139046	73
59703	74
196121	75
116038	76
75025	77
178908	78
175862	79
191383	80
30155	81
33800	82
152078	83
121620	84
155229	85
157679	86
188830	87
189322	88
94117	89
150581	90
39063	91
193021	92
61999	93
192767	94
170232	95
77063	96
186687	97
129700	98
133797	99
13379	100
77109	101
103686	102
169057	103
165967	104
1819	105
47858	106
96359	107
196901	108
27981	109
173190	110
39901	111
64718	112
141917	113
18515	114
51645	115
189501	116
27702	117
51543	118
25153	119
124534	120
135269	121
16347	122
170163	123
33457	124
99334	125
140511	126
158188	127
60717	128
55077	129
97250	130
109347	131
36616	132
95601	133
52685	134
166105	135
96983	136
82885	137
131854	138
28154	139
45688	140
47516	141
197785	142
13808	143
178774	144
196419	145
39966	146
17394	147
16856	148
184219	149
31914	150
23329	151
147251	152
135672	153
147170	154
15888	155
77398	156
38911	157
199070	158
120520	159
60498	160
173767	161
24176	162
132823	163
147539	164
26392	165
188730	166
189262	167
52216	168
48772	169
78129	170
97940	171
41263	172
36552	173
155781	174
146302	175
192134	176
54385	177
126665	178
91214	179
85469	180
3663	181
75368	182
133251	183
92058	184
182211	185
146704	186
174283	187
152759	188
45998	189
61981	190
129893	191
186190	192
108090	193
97925	194
196033	195
140502	196
60339	197
3419	198
76995	199
170794	200
1682	201
37821	202
133164	203
125669	204
102371	205
87862	206
35158	207
49761	208
161432	209
11383	210
161459	211
129818	212
184477	213
196070	214
158089	215
145466	216
94203	217
34031	218
99843	219
128553	220
89692	221
145366	222
117823	223
36987	224
124890	225
47152	226
7764	227
12427	228
128243	229
62900	230
68751	231
125395	232
27192	233
152758	234
146089	235
11813	236
6859	237
114825	238
82583	239
128080	240
65331	241
108735	242
3943	243
76717	244
76893	245
174335	246
73258	247
114033	248
82610	249
13966	250
138505	251
50605	252
180312	253
150219	254
68870	255
152214	256
164466	257
120437	258
73389	259
28688	260
108185	261
59937	262
108878	263
139975	264
151792	265
30230	266
162150	267
25268	268
29776	269
91039	270
90399	271
2207	272
195677	273
113946	274
116624	275
85677	276
142097	277
94426	278
149119	279
39314	280
149286	281
157545	282
165780	283
189821	284
27444	285
66662	286
144325	287
144569	288
175232	289
165079	290
197806	291
37810	292
45874	293
59261	294
93302	295
194578	296
14367	297
37361	298
20564	299
23124	300
132763	301
19746	302
157935	303
194393	304
10358	305
74541	306
123571	307
91985	308
174544	309
49511	310
188108	311
168885	312
33872	313
69281	314
64602	315
194982	316
131520	317
33485	318
196285	319
85374	320
10910	321
198558	322
143626	323
149595	324
37033	325
40031	326
131037	327
167532	328
140928	329
86872	330
131442	331
128265	332
123032	333
23252	334
121569	335
34951	336
14782	337
146573	338
195093	339
720	340
123013	341
181657	342
19073	343
64315	344
189420	345
93809	346
179559	347
2654	348
99840	349
38100	350
185481	351
28406	352
92601	353
158756	354
79048	355
164325	356
125586	357
51662	358
112684	359
116826	360
13704	361
63524	362
172576	363
158579	364
148198	365
54119	366
116159	367
11719	368
47691	369
141404	370
158292	371
114370	372
145831	373
24098	374
144596	375
98027	376
199155	377
32510	378
70250	379
79518	380
32671	381
92813	382
50940	383
166949	384
116576	385
5564	386
10932	387
131908	388
81674	389
198202	390
32749	391
147772	392
45816	393
37727	394
122675	395
116878	396
113552	397
118503	398
90288	399
88452	400
192754	401
108062	402
138066	403
123182	404
50919	405
71794	406
90462	407
161110	408
10431	409
117892	410
53401	411
111766	412
140790	413
93820	414
103407	415
78941	416
17774	417
160898	418
48525	419
178064	420
21727	421
44275	422
148731	423
179643	424
10050	425
176435	426
122480	427
101640	428
