original_user_id	new_user_id
126969	0
40431	1
153929	2
65829	3
74581	4
154091	5
123415	6
53590	7
74436	8
107280	9
176507	10
187932	11
113453	12
38558	13
74677	14
181950	15
42034	16
65403	17
167883	18
55179	19
149692	20
50834	21
24	22
93529	23
116434	24
85206	25
178666	26
62337	27
196574	28
26543	29
142711	30
124548	31
2875	32
79278	33
86210	34
100720	35
136444	36
70414	37
10877	38
111901	39
114922	40
99477	41
191855	42
101586	43
175286	44
48878	45
83489	46
181333	47
9648	48
71632	49
86262	50
78384	51
1779	52
126016	53
157819	54
120692	55
185054	56
59510	57
169755	58
109486	59
59703	60
196121	61
116038	62
75025	63
178908	64
175862	65
191383	66
33800	67
155229	68
157679	69
188830	70
189322	71
94117	72
150581	73
39063	74
193021	75
61999	76
192767	77
170232	78
77063	79
186687	80
133797	81
77109	82
103686	83
169057	84
165967	85
1819	86
47858	87
196901	88
27981	89
173190	90
39901	91
64718	92
189501	93
27702	94
51543	95
25153	96
135269	97
16347	98
170163	99
33457	100
99334	101
158188	102
60717	103
55077	104
97250	105
109347	106
95601	107
166105	108
96983	109
131854	110
28154	111
45688	112
47516	113
197785	114
13808	115
178774	116
196419	117
17394	118
16856	119
23329	120
147251	121
135672	122
147170	123
15888	124
77398	125
38911	126
199070	127
120520	128
60498	129
173767	130
132823	131
147539	132
26392	133
188730	134
189262	135
52216	136
97940	137
41263	138
36552	139
155781	140
146302	141
126665	142
91214	143
85469	144
75368	145
133251	146
182211	147
146704	148
174283	149
152759	150
45998	151
61981	152
129893	153
186190	154
108090	155
97925	156
196033	157
140502	158
60339	159
3419	160
76995	161
170794	162
1682	163
37821	164
133164	165
125669	166
102371	167
87862	168
35158	169
161432	170
11383	171
129818	172
184477	173
196070	174
145466	175
34031	176
99843	177
89692	178
117823	179
124890	180
47152	181
7764	182
12427	183
128243	184
68751	185
125395	186
27192	187
152758	188
146089	189
11813	190
6859	191
114825	192
82583	193
128080	194
65331	195
108735	196
3943	197
76717	198
76893	199
73258	200
114033	201
82610	202
13966	203
138505	204
50605	205
180312	206
150219	207
68870	208
152214	209
164466	210
120437	211
73389	212
28688	213
108185	214
108878	215
139975	216
151792	217
30230	218
162150	219
25268	220
29776	221
91039	222
90399	223
2207	224
195677	225
113946	226
85677	227
142097	228
94426	229
149119	230
39314	231
149286	232
157545	233
189821	234
27444	235
66662	236
144569	237
175232	238
165079	239
197806	240
37810	241
45874	242
59261	243
93302	244
14367	245
37361	246
20564	247
23124	248
132763	249
19746	250
157935	251
194393	252
10358	253
74541	254
123571	255
91985	256
174544	257
49511	258
188108	259
168885	260
33872	261
69281	262
64602	263
33485	264
196285	265
85374	266
198558	267
143626	268
37033	269
40031	270
131037	271
167532	272
140928	273
86872	274
131442	275
128265	276
123032	277
23252	278
121569	279
34951	280
146573	281
123013	282
181657	283
19073	284
64315	285
189420	286
179559	287
2654	288
99840	289
38100	290
185481	291
28406	292
92601	293
158756	294
79048	295
164325	296
125586	297
51662	298
112684	299
116826	300
13704	301
63524	302
172576	303
148198	304
54119	305
11719	306
47691	307
141404	308
158292	309
114370	310
145831	311
24098	312
144596	313
98027	314
199155	315
32510	316
79518	317
32671	318
92813	319
50940	320
116576	321
5564	322
10932	323
131908	324
198202	325
32749	326
147772	327
45816	328
37727	329
122675	330
116878	331
113552	332
90288	333
88452	334
192754	335
108062	336
138066	337
123182	338
71794	339
90462	340
161110	341
117892	342
53401	343
111766	344
140790	345
103407	346
78941	347
160898	348
178064	349
21727	350
44275	351
148731	352
179643	353
10050	354
176435	355
122480	356
101640	357
30770	358
72189	359
122371	360
160705	361
79004	362
141541	363
39864	364
79568	365
29886	366
122636	367
136288	368
119776	369
24697	370
14033	371
193686	372
176143	373
175028	374
121662	375
121369	376
117222	377
183462	378
89754	379
194995	380
114105	381
167019	382
103349	383
1308	384
104861	385
74740	386
151060	387
118566	388
173138	389
88467	390
7860	391
159336	392
82205	393
33353	394
42513	395
165052	396
34206	397
198192	398
11509	399
83507	400
175892	401
167073	402
49847	403
2995	404
172302	405
4820	406
49252	407
71044	408
26789	409
70634	410
172188	411
44431	412
149133	413
34576	414
21761	415
188031	416
50996	417
122899	418
114388	419
150235	420
190307	421
149436	422
131587	423
5675	424
92800	425
38259	426
187744	427
115073	428
